CPU_Load,Memory_Usage,Disk_Usage,Status
100.0,97.77110824,100.0,127.15065353122421
100.0,40.46404496,70.52860822,99.23850146042392
68.04902944,42.45560964,100.0,100.77356226532821
87.1912875,84.60236062,95.85548042,114.17966775353756
91.88856466,100.0,100.0,121.9116679886715
73.5271141,100.0,100.0,109.60054191653285
100.0,26.99218964,57.76408464,88.1657641960297
100.0,100.0,87.1356871,117.40703088153629
90.04705866,100.0,85.19550702,109.23407692224615
100.0,100.0,75.00409056,108.03011724592773
100.0,59.32539546,100.0,123.70724446015885
85.82912828,98.1918634,100.0,117.68694401314104
100.0,51.48038474,100.0,123.00460223759336
94.2676762,96.19108312,75.85653788,104.50440218308438
100.0,46.4418613,100.0,122.55332442106925
65.14886416,76.04158678,83.77357274,89.29523748221854
100.0,100.0,100.0,127.35028531198284
100.0,95.36333038,51.82745436,89.70084026950272
100.0,100.0,77.08629208,109.63951991280646
100.0,62.30192462,85.60625382,112.84843457311729
83.62826138,58.434934,55.20478538,78.02673286536503
100.0,100.0,100.0,127.35028531198284
100.0,100.0,84.04093098,115.01499115578136
63.84775622,100.0,81.84759532,89.08005578524751
30.73677912,100.0,100.0,80.91015022408997
57.56752798,100.0,100.0,98.89983631920371
88.02399032,94.13059738,100.0,118.79482265490327
100.0,77.16558972,87.3838388,115.55366044077306
100.0,100.0,100.0,127.35028531198284
100.0,80.15488434,100.0,125.5728478205512
100.0,32.03812066,74.65961266,101.67681987616574
62.86626178,24.36228304,81.90775396,81.69394536360913
100.0,48.98445016,59.35742734,91.36705922591838
100.0,95.42948624,100.0,126.94092501137737
76.80344562,97.14955456,100.0,111.54198023988903
68.57446704,39.26528992,84.54958264,88.89797874232138
100.0,42.7697073,99.94930634,122.18524333937648
58.46162638,75.07900792,37.17571928,48.70828559879071
100.0,100.0,65.23796184,100.48155220259366
57.96222952,100.0,62.12684032,69.89105663627201
100.0,100.0,100.0,127.35028531198284
93.092091,60.32397758,66.64708028,93.38543649984872
92.2488701,20.75845156,100.0,115.05594029358895
100.0,81.88051332,97.57076072,123.84976495384575
100.0,100.0,63.84884878,99.40786061132056
73.57163568,87.58559184,100.0,108.51849054722842
100.0,75.46384442,96.30455932,122.29636377547291
100.0,68.63659736,69.36738904,100.86424504967653
52.02846822,69.39052768,100.0,92.44441272532012
78.6713879,72.43215186,64.46469514,83.11416962207974
100.0,100.0,100.0,127.35028531198284
99.27408922,82.34536188,99.77807308,125.11079010797215
100.0,100.0,58.12972234,94.98735795759437
100.0,79.76289412,61.16206206,95.51860768884495
95.98632048,81.4377785,100.0,122.9966282628136
100.0,100.0,65.82042094,100.93175417386482
77.39395512,100.0,42.5007219,67.75011056503786
100.0,99.59604132,56.74810776,93.88328143362878
100.0,100.0,69.8830475,104.07189308808307
84.30794406,100.0,100.0,116.82895539977835
87.90908656,100.0,97.38500936,117.22226395614973
100.0,98.20483438,75.17206388,107.99916451342685
66.45597746,97.10525456,38.22634618,56.85325532806303
66.3861758,80.47837212,63.85438902,75.12602426989851
96.82006354,100.0,100.0,125.2181771469703
100.0,42.05468184,100.0,122.16038454672224
85.11956698,72.88559614,100.0,114.94462370963262
86.98747178,94.22721908,100.0,118.10850373136245
100.0,83.8275531,71.09023454,103.55647490260455
79.97120336,100.0,100.0,113.92122426353663
100.0,63.05676528,95.25711042,120.37550964175841
100.0,100.0,57.15878456,94.23688792023444
58.06401618,100.0,71.25468258,77.01451558854953
100.0,100.0,93.20525542,122.09840169612039
84.74700878,100.0,79.98859948,101.65586720088825
96.23093864,100.0,85.01077954,113.23751015652172
74.58499882,100.0,44.84861582,67.68150516211458
100.0,100.0,63.00033094,98.75201300892797
100.0,49.42750934,89.4021623,114.6293149283016
77.1953651,100.0,88.12325826,102.88013105460342
100.0,98.7505431,100.0,127.23837709355587
95.58752996,100.0,94.5480285,120.17776885431701
83.94131028,47.26836122,100.0,111.86019695221975
76.01074348,84.11118738,76.20948288,91.4542151677021
80.12951936,84.1368529,94.82671538,108.60797926524958
100.0,100.0,49.87206998,88.6047443619893
100.0,100.0,100.0,127.35028531198284
99.66620274,92.58007084,83.37489166,113.61181072886254
100.0,61.5894452,97.73883512,122.16229579465045
83.23522322,100.0,100.0,116.10970931089795
100.0,67.41849316,100.0,124.43210671444109
100.0,100.0,73.72349538,107.04030272601321
95.61455712,83.65423864,100.0,122.94588385307381
63.0372975,100.0,79.80641386,86.95895631128067
59.72199954,100.0,68.17709068,75.74740004620145
90.8214968,100.0,100.0,121.19621215313936
100.0,43.33653296,83.271798,109.34541160393769
68.53387766,94.534843,91.55063348,99.23235319269315
96.21795664,100.0,75.65140988,105.99463842089878
100.0,100.0,100.0,127.35028531198284
73.40588342,83.93751552,100.0,108.08061396173557
100.0,90.12537782,100.0,126.46585994620725
100.0,100.0,100.0,127.35028531198284
100.0,72.15231616,100.0,124.85609388701073
100.0,100.0,50.3432438,88.96893024658681
100.0,53.49370442,86.85324714,113.02336454932998
100.0,100.0,100.0,127.35028531198284
100.0,77.91375668,100.0,125.3721201254238
100.0,73.22932202,100.0,124.95255644368478
88.74036622,100.0,75.13494936,100.58181681841899
75.18620274,96.49072914,83.74933836,97.83795504934845
65.45660182,52.92012004,85.81640938,89.00966255261474
100.0,96.78423354,100.0,127.06226361598368
100.0,71.00379786,30.65134064,71.15134565568229
88.22786292,100.0,97.2871646,117.36037211008124
100.0,72.02322626,87.81269812,115.42456174511571
100.0,100.0,88.4624856,118.43255748105133
100.0,68.896591,100.0,124.5644932705001
100.0,96.7586304,84.06618232,114.7441939008483
54.07674594,99.0808222,100.0,96.4769834184783
100.0,89.8643737,97.26742096,124.33038194522362
92.06955328,97.37448036,82.24753306,108.07639173992925
100.0,100.0,100.0,127.35028531198284
96.13783882,64.26868214,100.0,121.56046092663794
42.38475214,82.93948428,100.0,87.19193899527022
67.77167058,88.28739172,71.69159452,82.81203634921297
88.28676192,100.0,56.30485114,85.72327281187907
48.39912332,84.69677324,100.0,91.38189311642873
100.0,94.581723,99.060503,126.13882626717782
100.0,100.0,51.11417438,89.56480808046254
100.0,67.70968534,89.71166438,116.50599139513633
100.0,62.18291078,100.0,123.96317921756344
100.0,66.73184318,85.63037998,113.2638503057172
68.58300284,100.0,98.98002972,105.49720742895698
66.81331004,77.5937987,100.0,103.09219674409957
72.69282692,41.7147995,91.51253438,97.26057626960703
92.20059036,73.38755936,100.0,119.737321107469
97.29377024,91.42234734,89.73860258,116.83615532838621
78.66501506,72.21049232,61.85949342,81.07639678556609
100.0,59.42789224,92.71825806,118.08812459465827
98.75967226,90.9817311,41.93890998,80.83359156902408
100.0,100.0,100.0,127.35028531198284
100.0,76.7818672,100.0,125.27074189047784
80.61024188,73.253325,97.31600768,109.87956592688215
100.0,52.384396,76.41369328,104.85493111181839
52.19598582,62.92257638,97.22558876,89.83299145223835
74.5366773,100.0,100.0,110.27744158697976
67.44131438,100.0,77.5132196,88.13930933735563
94.17269938,100.0,74.55160082,103.77323973361075
100.0,100.0,90.53447794,120.03406913384677
93.20692124,69.0177578,91.37899804,113.35721157131877
48.5041967,91.19366304,77.03094228,74.2806935375784
100.0,48.8256886,100.0,122.76683307925555
100.0,70.2569725,60.31400622,94.01171466181964
72.87010164,82.24579486,85.55875476,96.407741322553
78.61697028,100.0,24.52164616,54.67350274347038
100.0,100.0,100.0,127.35028531198284
100.0,100.0,97.98650984,125.79399193590362
49.74794212,100.0,64.08892428,65.9000380934676
83.21937732,33.03971714,95.07913726,106.29825619794124
92.53090854,78.73431794,96.61629512,117.82230260648453
94.74735842,100.0,42.98104812,79.7566134641395
100.0,100.0,46.85016864,86.26901651387956
81.4517304,71.49662152,65.67708042,85.83165655844263
72.57113444,68.92085808,93.50225356,101.15362690444864
82.44851556,95.37804304,100.0,115.16826369463709
77.93434268,77.45033956,100.0,110.53586293909876
100.0,100.0,52.59530124,90.7096201918617
100.0,74.89772362,90.01353646,117.38311851006921
100.0,71.28724044,99.53563704,124.41969141215395
100.0,71.54665424,95.97814,121.6932183940055
86.31321634,100.0,68.4033532,93.7513686620072
61.57868062,100.0,71.52616392,79.58089167320344
89.25883968,82.68510964,100.0,118.59765320818224
100.0,35.77351152,59.02686626,89.92831341376808
100.0,40.10653058,91.08345966,115.09400744112949
85.85338978,100.0,100.0,117.86515768861142
85.94548216,39.79554824,70.1661905,89.47512172086364
100.0,100.0,100.0,127.35028531198284
100.0,37.52092844,73.45711448,101.23843948049353
89.44542764,100.0,78.24297508,103.45684804210342
100.0,85.8812793,65.5552564,99.46224957386079
100.0,65.34752512,99.56312614,123.90894514187829
60.07235174,100.0,87.36042552,90.80974310169657
57.35325014,69.3992794,100.0,96.01539716202186
100.0,95.37981224,85.99928288,116.11485696385324
100.0,100.0,100.0,127.35028531198284
96.52618078,41.10785048,60.67134992,89.34800916635947
100.0,82.63202574,100.0,125.79471420174906
83.67519118,100.0,97.67554274,114.6080522308832
100.0,41.460366,67.2291188,96.77745255293021
90.6937991,66.74419104,77.84347352,101.00650489199387
99.25231458,55.76863242,90.26982372,115.3665911797531
100.0,100.0,29.7401545,73.04411867245982
100.0,100.0,100.0,127.35028531198284
100.0,97.00036036,73.27158278,106.42234028602252
21.53254488,100.0,63.21740184,46.30833372090939
100.0,70.50163222,100.0,124.70824957248385
100.0,100.0,86.1757626,116.66507337383922
44.20548018,60.49364304,100.0,86.40234193329535
100.0,100.0,100.0,127.35028531198284
100.0,99.91641314,81.85898454,113.32100583151572
100.0,86.202678,69.03236624,102.17860941260128
100.0,98.52246952,66.7564368,101.52289615995139
82.1138729,76.68051834,93.59312284,108.31714896098504
99.76853344,100.0,100.0,127.1950898391452
100.0,71.84788256,90.63272494,117.58854933187268
100.0,95.526168,97.60531556,125.09865327287866
75.04829758,100.0,76.4237383,92.39760146566508
100.0,35.26446604,94.10861378,116.99856759182023
100.0,100.0,52.11899666,90.34146857256091
100.0,94.5510392,100.0,126.86224647254272
100.0,85.36373056,100.0,126.03938068018027
74.0516035,41.2810121,88.7438893,95.99278914365064
100.0,98.43696792,91.66858828,120.77066692601528
79.25236716,73.64196744,58.91333184,79.32123381802492
100.0,95.3226269,88.37002676,117.94216176507422
91.31062872,62.29037414,69.01897374,94.20042447179111
100.0,100.0,100.0,127.35028531198284
71.2131412,100.0,100.0,108.04905163496045
88.2655185,75.61927926,80.59952262,102.30351615321831
59.81117698,93.77744126,96.1145425,96.84364970889865
100.0,82.45624712,100.0,125.77897050366573
100.0,80.25713002,100.0,125.58200550489443
100.0,95.06422888,78.46235862,110.26105266101229
100.0,98.98441802,100.0,127.25932421516683
100.0,87.40526378,84.19933804,114.00937551994852
100.0,78.61598312,47.63462128,84.96007606478852
48.66658588,46.3121499,95.64307054,84.75567050360914
88.48719144,100.0,96.2125943,116.70367763154064
100.0,79.14938684,100.0,125.48278994511924
77.6198156,89.64629372,99.6394143,111.13860435636124
98.0609467,27.53745506,90.98096458,112.58891887940041
100.0,100.0,80.033449,111.91747531779441
100.0,83.93621182,64.42652614,98.415605571002
97.25553314,100.0,71.36104158,103.37415259916241
79.93494958,41.45532056,85.3586611,97.3365568912466
75.8778225,77.02491414,82.80279274,95.8265957962403
98.99588074,100.0,100.0,126.6770357361431
39.7611813,100.0,80.41344,71.82179821250075
87.63104914,100.0,100.0,119.05705635820527
67.5314578,100.0,100.0,105.58052833681529
100.0,100.0,100.0,127.35028531198284
100.0,88.35139694,64.7356137,99.04995782029059
100.0,100.0,86.54507856,116.95052993759435
81.69647668,94.27630694,100.0,114.56535337091219
100.0,45.37530126,100.0,122.45779744937315
100.0,45.17929762,100.0,122.44024228748032
100.0,42.28794806,100.0,122.18127714981995
100.0,100.0,61.12273836,97.30075938311958
64.8612572,100.0,64.76009714,76.55210118001347
98.6389597,78.16042514,97.34268732,122.42772720550641
100.0,68.0588037,83.20043568,111.50451557002216
100.0,93.28332378,69.39874256,103.09597533384957
100.0,27.67640006,92.01179982,114.69824164381043
100.0,100.0,64.7059526,100.0703446026395
74.56158616,100.0,97.54856228,108.39934508882249
8.197480574,100.0,73.61163878,45.40138835532571
100.0,96.99280908,54.07773592,91.58610263501458
100.0,100.0,100.0,127.35028531198284
76.45018068,45.0486223,71.62324764,84.70534119732064
81.87578266,83.1704571,54.79006702,78.74661714449368
76.0330792,100.0,100.0,111.28076059956481
100.0,85.58349612,100.0,126.05906409006118
100.0,100.0,64.97676876,100.27966740158638
100.0,76.0615701,97.77796076,123.48874024624314
96.37596012,100.0,55.16816762,90.26839998595409
100.0,76.02856458,84.55130406,113.26246211038057
98.75172394,92.08531996,49.99413202,87.1532542768412
72.62218372,52.6955771,100.0,104.75695348477473
78.43440132,68.57209506,94.73762734,106.00849927975509
100.0,100.0,100.0,127.35028531198284
100.0,93.76544682,46.27781958,85.2682281228636
100.0,60.41458674,87.1046015,113.83751688746136
100.0,93.0472291,100.0,126.7275569853395
79.3590803,38.7534486,80.79816888,93.18349335196885
100.0,93.49287186,46.08317164,85.09336495969313
56.27461504,82.5348908,98.72534478,95.48345976749943
100.0,100.0,64.39875394,99.832900561841
98.71140218,100.0,100.0,126.48629637132353
62.41693628,100.0,91.11176754,95.2812948713779
65.94240806,91.77456766,95.05782742,99.95840599266164
100.0,100.0,100.0,127.35028531198284
100.0,100.0,100.0,127.35028531198284
100.0,56.28797676,6.503398786,51.16857016729564
100.0,100.0,100.0,127.35028531198284
75.50712516,70.07292064,96.65834986,105.66480909398479
100.0,56.80053314,68.07467124,98.80495767285413
99.92581696,100.0,100.0,127.30054649887165
100.0,99.79243858,79.5910595,111.55694744941701
100.0,100.0,68.55372054,103.04441215790979
77.84123488,100.0,71.60079938,90.54242189495426
100.0,100.0,100.0,127.35028531198284
100.0,65.36824884,79.57219238,108.45914503329644
89.04787994,100.0,80.12635176,104.64602156255032
100.0,47.7227065,76.80920912,104.7431119320897
100.0,89.40837622,100.0,126.4016413471781
100.0,85.6561525,97.447346,124.09254059042848
100.0,100.0,100.0,127.35028531198284
100.0,62.95423836,100.0,124.03226354956513
100.0,60.13291928,100.0,123.77957072610172
100.0,52.75237748,100.0,123.11852888955349
100.0,100.0,92.94182736,121.89478940488806
89.7111633,100.0,100.0,120.45174723976277
51.82254196,47.9814981,97.8965953,88.76304019339119
54.97258248,100.0,100.0,97.1599573757381
79.45355522,71.19927012,100.0,110.99459611224762
35.99800512,84.22945156,100.0,83.025240463173
93.30958548,100.0,100.0,122.86444491710574
88.29895408,57.03922248,87.70695336,106.15537155062475
100.0,80.77848136,100.0,125.62870059268329
76.52115098,92.41464492,37.85280892,62.892993903982855
86.5283363,48.32078968,86.93759854,103.59266359847862
100.0,54.64008042,100.0,123.28760192675452
82.3799059,62.06423782,74.28665686,92.2637981181823
89.85279652,89.9858582,99.20340028,119.03407069344456
81.9532595,67.47059766,67.58111436,87.2790238667603
87.4298763,96.75734628,90.91023814,111.60596393690687
100.0,88.40756608,100.0,126.3120032974374
94.49423904,100.0,100.0,123.65874051381309
49.42705664,35.7308299,65.71673206,61.18677534340864
100.0,57.63245306,36.68898364,74.6204292931024
100.0,100.0,100.0,127.35028531198284
37.2909959,100.0,65.4565413,58.60488592488804
80.00345704,100.0,54.81890848,79.02088467931716
94.85875698,69.30197836,100.0,121.15366197117623
58.78725194,81.19602318,56.52017164,64.42645629014773
100.0,66.29712466,87.881716,114.96504686464016
100.0,100.0,100.0,127.35028531198284
67.0552166,71.19959448,98.2311074,101.31445627609833
100.0,100.0,62.83949112,98.62769457348264
100.0,90.42200574,91.85247488,120.19493497447431
100.0,68.872347,100.0,124.56232184478102
100.0,75.5883417,79.83062932,109.574267138435
50.37725998,100.0,100.0,94.07885033276408
94.40711548,92.70645174,81.1114165,108.34746189037787
100.0,100.0,80.45099862,112.24021327832679
100.0,100.0,53.06853922,91.07540153423643
100.0,100.0,63.96020638,99.49393259652265
83.1281919,100.0,100.0,116.03794613130157
100.0,100.0,100.0,127.35028531198284
100.0,100.0,74.42494026,107.58247275600169
100.0,56.99053962,62.20950932,94.28859737277556
94.23447334,100.0,72.4546725,102.19387291226676
100.0,100.0,90.64742918,120.12137289630067
94.32927692,100.0,100.0,123.54813544751886
100.0,100.0,75.51767494,108.42708366003316
100.0,86.71577988,100.0,126.16047763888821
100.0,100.0,72.64110092,106.20368412123054
100.0,72.63552666,100.0,124.89937287180823
73.82726614,100.0,100.0,109.80179015632604
100.0,100.0,100.0,127.35028531198284
100.0,37.44905176,100.0,121.7478790357386
79.63468818,98.4096514,100.0,113.55315463670522
85.94260436,55.14035902,100.0,113.90709927614051
83.82765366,100.0,94.10103482,111.9474206269544
89.85903256,74.70746772,100.0,118.28555372866978
94.3265325,66.55770918,100.0,120.55102021199971
100.0,75.1032738,100.0,125.12039785151396
100.0,25.34348998,100.0,120.66363847341304
70.01800468,91.1220988,87.59207044,96.8620731804885
100.0,100.0,100.0,127.35028531198284
95.30842696,92.42435946,85.4794563,112.30271732967697
100.0,99.09634434,90.05905774,119.58566471998631
100.0,90.79129436,62.89108606,97.84279179000504
100.0,53.9193237,86.6009827,112.86650178954369
